Fecha,Temporada,Cultivo,Parcela,Fase Productiva,Cantidad (kg),Precio por kg,Ingresos generados,Costo Total,Rentabilidad,Clima,Demanda de Mercado,Proyección Precio Temporada Siguiente,Observaciones,Línea Productiva
2023-11-27,2023-Invierno,Trigo,Parcela B,Mantenimiento,0,0,0,381,-381,Soleado,Baja,0.95,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Grano
2023-04-23,2023-Verano,Café,Parcela C,Mantenimiento,0,0,0,443,-443,Lluvioso,Baja,5.1,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-02-03,2023-Verano,Café,Parcela E,Mantenimiento,0,0,0,276,-276,Nublado,Baja,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-07-03,2023-Invierno,Café,Parcela B,Siembra,0,0,0,221,-221,Nublado,Baja,5.1,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-07-05,2023-Invierno,Café,Parcela E,Mantenimiento,0,0,0,410,-410,Nublado,Alta,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-08-07,2023-Invierno,Maíz,Parcela D,Mantenimiento,0,0,0,356,-356,Lluvioso,Alta,0.85,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-05-11,2023-Verano,Plátano,Parcela B,Siembra,0,0,0,255,-255,Soleado,Alta,0.75,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-06-11,2023-Verano,Plátano,Parcela B,Mantenimiento,0,0,0,361,-361,Nublado,Baja,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-11-01,2023-Invierno,Café,Parcela D,Mantenimiento,0,0,0,454,-454,Nublado,Baja,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-04-15,2023-Verano,Café,Parcela C,Siembra,0,0,0,258,-258,Soleado,Alta,5.1,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
2023-04-10,2023-Verano,Café,Parcela C,Mantenimiento,0,0,0,295,-295,Soleado,Media,5.1,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
2023-11-24,2023-Invierno,Trigo,Parcela C,Cosecha,465,1.05,488.25,343,145.25,Lluvioso,Media,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-01-28,2023-Verano,Café,Parcela C,Siembra,0,0,0,470,-470,Lluvioso,Media,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-05-31,2023-Verano,Trigo,Parcela C,Cosecha,260,0.83,215.8,278,-62.2,Soleado,Media,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-01-02,2023-Verano,Maíz,Parcela A,Cosecha,727,0.92,668.84,322,346.84,Lluvioso,Alta,0.85,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Grano
2023-12-30,2023-Invierno,Plátano,Parcela A,Siembra,0,0,0,296,-296,Nublado,Media,0.75,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-08-30,2023-Invierno,Soya,Parcela B,Cosecha,794,1.07,849.58,168,681.58,Nublado,Media,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela B.",Oleaginosas
2023-12-01,2023-Invierno,Trigo,Parcela C,Siembra,0,0,0,408,-408,Lluvioso,Alta,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-03-31,2023-Verano,Trigo,Parcela B,Siembra,0,0,0,406,-406,Lluvioso,Baja,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-03-07,2023-Verano,Café,Parcela D,Mantenimiento,0,0,0,321,-321,Nublado,Alta,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-03-29,2023-Verano,Soya,Parcela D,Mantenimiento,0,0,0,228,-228,Soleado,Baja,1.2,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela D.",Oleaginosas
2023-01-16,2023-Verano,Maíz,Parcela B,Siembra,0,0,0,488,-488,Nublado,Alta,0.85,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Grano
2023-09-07,2023-Invierno,Maíz,Parcela D,Cosecha,301,0.71,213.71,495,-281.29,Nublado,Alta,0.85,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-07-22,2023-Invierno,Soya,Parcela C,Cosecha,768,1.37,1052.16,325,727.16,Nublado,Alta,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela C.",Oleaginosas
2023-08-08,2023-Invierno,Maíz,Parcela B,Siembra,0,0,0,490,-490,Nublado,Baja,0.85,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Grano
2023-06-17,2023-Verano,Plátano,Parcela B,Mantenimiento,0,0,0,437,-437,Soleado,Baja,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-10-06,2023-Invierno,Plátano,Parcela E,Siembra,0,0,0,216,-216,Soleado,Media,0.75,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-01-04,2023-Verano,Trigo,Parcela E,Siembra,0,0,0,253,-253,Lluvioso,Media,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Grano
2023-05-23,2023-Verano,Plátano,Parcela A,Cosecha,627,0.75,470.25,381,89.25,Nublado,Alta,0.75,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-12-08,2023-Invierno,Maíz,Parcela D,Siembra,0,0,0,176,-176,Soleado,Baja,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-04-25,2023-Verano,Soya,Parcela E,Mantenimiento,0,0,0,334,-334,Nublado,Media,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Oleaginosas
2023-08-23,2023-Invierno,Maíz,Parcela D,Cosecha,563,0.85,478.55,281,197.55,Nublado,Baja,0.85,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-06-17,2023-Verano,Café,Parcela D,Mantenimiento,0,0,0,344,-344,Nublado,Baja,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela D.",Tropicales
2023-04-24,2023-Verano,Soya,Parcela E,Cosecha,920,1.34,1232.8,490,742.8,Soleado,Alta,1.2,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Oleaginosas
2023-11-29,2023-Invierno,Soya,Parcela B,Siembra,0,0,0,396,-396,Nublado,Media,1.2,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Oleaginosas
2023-10-19,2023-Invierno,Soya,Parcela B,Cosecha,526,1.15,604.9,355,249.9,Nublado,Media,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela B.",Oleaginosas
2023-08-04,2023-Invierno,Maíz,Parcela C,Mantenimiento,0,0,0,299,-299,Lluvioso,Baja,0.85,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-01-05,2023-Verano,Café,Parcela E,Mantenimiento,0,0,0,225,-225,Nublado,Alta,5.1,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-10-06,2023-Invierno,Soya,Parcela B,Cosecha,233,1.25,291.25,226,65.25,Lluvioso,Alta,1.2,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela B.",Oleaginosas
2023-03-04,2023-Verano,Soya,Parcela B,Cosecha,446,1.23,548.58,170,378.58,Soleado,Alta,1.2,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela B.",Oleaginosas
2023-08-14,2023-Invierno,Café,Parcela C,Cosecha,875,5.05,4418.75,445,3973.75,Soleado,Alta,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
2023-10-26,2023-Invierno,Trigo,Parcela A,Siembra,0,0,0,430,-430,Soleado,Baja,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-03-18,2023-Verano,Trigo,Parcela C,Cosecha,242,0.98,237.16,377,-139.84,Soleado,Alta,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-02-24,2023-Verano,Trigo,Parcela C,Cosecha,974,0.78,759.72,416,343.72,Lluvioso,Baja,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-02-27,2023-Verano,Café,Parcela E,Cosecha,226,5.09,1150.34,324,826.34,Soleado,Alta,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-12-06,2023-Invierno,Café,Parcela A,Mantenimiento,0,0,0,453,-453,Soleado,Alta,5.1,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela A.",Tropicales
2023-05-15,2023-Verano,Plátano,Parcela B,Siembra,0,0,0,159,-159,Soleado,Media,0.75,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-07-22,2023-Invierno,Maíz,Parcela D,Mantenimiento,0,0,0,436,-436,Soleado,Media,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-10-31,2023-Invierno,Café,Parcela E,Cosecha,625,5.27,3293.75,152,3141.75,Soleado,Alta,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-09-01,2023-Invierno,Café,Parcela B,Siembra,0,0,0,447,-447,Soleado,Baja,5.1,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-11-02,2023-Invierno,Soya,Parcela C,Cosecha,369,1.37,505.53,477,28.53,Soleado,Alta,1.2,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela C.",Oleaginosas
2023-05-27,2023-Verano,Soya,Parcela B,Cosecha,442,1.36,601.12,392,209.12,Soleado,Baja,1.2,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela B.",Oleaginosas
2023-12-07,2023-Invierno,Soya,Parcela B,Mantenimiento,0,0,0,234,-234,Nublado,Media,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Oleaginosas
2023-07-17,2023-Invierno,Trigo,Parcela B,Cosecha,629,0.8,503.2,382,121.2,Soleado,Baja,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela B.",Grano
2023-05-07,2023-Verano,Plátano,Parcela E,Cosecha,209,0.89,186.01,491,-304.99,Nublado,Alta,0.75,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela E.",Tropicales
2023-10-18,2023-Invierno,Café,Parcela D,Siembra,0,0,0,151,-151,Lluvioso,Baja,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-11-23,2023-Invierno,Soya,Parcela B,Mantenimiento,0,0,0,309,-309,Nublado,Baja,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Oleaginosas
2023-01-23,2023-Verano,Café,Parcela E,Siembra,0,0,0,408,-408,Soleado,Alta,5.1,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-12-20,2023-Invierno,Maíz,Parcela D,Siembra,0,0,0,451,-451,Soleado,Baja,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-02-16,2023-Verano,Plátano,Parcela A,Cosecha,705,0.69,486.45,350,136.45,Lluvioso,Media,0.75,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-08-12,2023-Invierno,Maíz,Parcela B,Mantenimiento,0,0,0,151,-151,Lluvioso,Media,0.85,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-02-23,2023-Verano,Soya,Parcela B,Siembra,0,0,0,500,-500,Soleado,Alta,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Oleaginosas
2023-04-06,2023-Verano,Soya,Parcela B,Mantenimiento,0,0,0,415,-415,Lluvioso,Media,1.2,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela B.",Oleaginosas
2023-03-06,2023-Verano,Maíz,Parcela D,Cosecha,987,0.82,809.34,406,403.34,Soleado,Media,0.85,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-09-15,2023-Invierno,Soya,Parcela D,Cosecha,269,1.16,312.04,189,123.04,Lluvioso,Baja,1.2,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Oleaginosas
2023-09-16,2023-Invierno,Maíz,Parcela E,Cosecha,378,0.97,366.66,210,156.66,Lluvioso,Media,0.85,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela E.",Grano
2023-02-13,2023-Verano,Plátano,Parcela D,Cosecha,319,0.95,303.05,162,141.05,Lluvioso,Media,0.75,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-07-22,2023-Invierno,Trigo,Parcela B,Cosecha,551,0.85,468.35,442,26.35,Lluvioso,Media,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-06-10,2023-Verano,Plátano,Parcela C,Cosecha,567,0.87,493.29,437,56.29,Nublado,Media,0.75,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela C.",Tropicales
2023-03-09,2023-Verano,Trigo,Parcela D,Siembra,0,0,0,433,-433,Soleado,Baja,0.95,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-07-13,2023-Invierno,Soya,Parcela D,Siembra,0,0,0,449,-449,Lluvioso,Alta,1.2,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Oleaginosas
2023-07-08,2023-Invierno,Maíz,Parcela D,Siembra,0,0,0,438,-438,Lluvioso,Media,0.85,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela D.",Grano
2023-05-01,2023-Verano,Maíz,Parcela B,Cosecha,731,0.84,614.04,494,120.04,Soleado,Media,0.85,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela B.",Grano
2023-01-18,2023-Verano,Café,Parcela E,Siembra,0,0,0,325,-325,Lluvioso,Baja,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-08-29,2023-Invierno,Plátano,Parcela B,Mantenimiento,0,0,0,195,-195,Soleado,Alta,0.75,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-11-09,2023-Invierno,Café,Parcela A,Cosecha,771,5.04,3885.84,292,3593.84,Lluvioso,Baja,5.1,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Tropicales
2023-11-23,2023-Invierno,Café,Parcela C,Cosecha,330,4.98,1643.4,304,1339.4,Lluvioso,Media,5.1,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Tropicales
2023-04-18,2023-Verano,Trigo,Parcela D,Siembra,0,0,0,387,-387,Nublado,Baja,0.95,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela D.",Grano
2023-03-11,2023-Verano,Trigo,Parcela B,Siembra,0,0,0,437,-437,Nublado,Baja,0.95,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela B.",Grano
2023-10-17,2023-Invierno,Soya,Parcela D,Mantenimiento,0,0,0,184,-184,Lluvioso,Baja,1.2,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela D.",Oleaginosas
2023-08-02,2023-Invierno,Soya,Parcela A,Siembra,0,0,0,463,-463,Soleado,Alta,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela A.",Oleaginosas
2023-08-09,2023-Invierno,Maíz,Parcela A,Cosecha,519,0.77,399.63,394,5.63,Soleado,Alta,0.85,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela A.",Grano
2023-05-31,2023-Verano,Trigo,Parcela D,Cosecha,705,0.81,571.05,481,90.05,Soleado,Media,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-03-28,2023-Verano,Trigo,Parcela B,Cosecha,489,0.8,391.2,288,103.2,Soleado,Baja,0.95,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela B.",Grano
2023-07-17,2023-Invierno,Maíz,Parcela E,Mantenimiento,0,0,0,414,-414,Soleado,Baja,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Grano
2023-04-07,2023-Verano,Café,Parcela B,Siembra,0,0,0,363,-363,Soleado,Alta,5.1,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-10-21,2023-Invierno,Café,Parcela E,Mantenimiento,0,0,0,352,-352,Soleado,Baja,5.1,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-08-30,2023-Invierno,Café,Parcela E,Mantenimiento,0,0,0,228,-228,Soleado,Baja,5.1,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela E.",Tropicales
2023-03-29,2023-Verano,Plátano,Parcela B,Mantenimiento,0,0,0,427,-427,Nublado,Baja,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela B.",Tropicales
2023-06-02,2023-Verano,Maíz,Parcela C,Cosecha,260,1.04,270.4,249,21.4,Nublado,Alta,0.85,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela C.",Grano
2023-10-09,2023-Invierno,Trigo,Parcela A,Cosecha,216,1.14,246.24,283,-36.76,Lluvioso,Alta,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela A.",Grano
2023-03-25,2023-Verano,Maíz,Parcela D,Mantenimiento,0,0,0,446,-446,Soleado,Alta,0.85,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela D.",Grano
2023-09-22,2023-Invierno,Trigo,Parcela E,Cosecha,276,1.12,309.12,257,52.12,Lluvioso,Alta,0.95,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela E.",Grano
2023-08-17,2023-Invierno,Trigo,Parcela A,Siembra,0,0,0,195,-195,Lluvioso,Media,0.95,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela A.",Grano
2023-12-12,2023-Invierno,Plátano,Parcela B,Siembra,0,0,0,449,-449,Soleado,Media,0.75,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela B.",Tropicales
2023-10-23,2023-Invierno,Café,Parcela A,Mantenimiento,0,0,0,155,-155,Soleado,Media,5.1,"Actividad de mantenimiento bajo clima soleado, relacionado con parcela Parcela A.",Tropicales
2023-09-06,2023-Invierno,Plátano,Parcela C,Siembra,0,0,0,271,-271,Nublado,Media,0.75,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela C.",Tropicales
2023-04-17,2023-Verano,Soya,Parcela A,Cosecha,412,1.29,531.48,439,92.48,Nublado,Media,1.2,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Oleaginosas
2023-04-15,2023-Verano,Maíz,Parcela A,Cosecha,338,0.74,250.12,182,68.12,Nublado,Media,0.85,"Actividad de cosecha bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-12-18,2023-Invierno,Maíz,Parcela C,Cosecha,973,0.99,963.27,206,757.27,Lluvioso,Alta,0.85,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela C.",Grano
2023-09-16,2023-Invierno,Maíz,Parcela B,Cosecha,707,0.87,615.09,192,423.09,Lluvioso,Media,0.85,"Actividad de cosecha bajo clima lluvioso, relacionado con parcela Parcela B.",Grano
2023-09-28,2023-Invierno,Maíz,Parcela A,Siembra,0,0,0,258,-258,Lluvioso,Media,0.85,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela A.",Grano
2023-10-26,2023-Invierno,Plátano,Parcela A,Mantenimiento,0,0,0,354,-354,Nublado,Baja,0.75,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela A.",Tropicales
2023-02-21,2023-Verano,Soya,Parcela E,Siembra,0,0,0,435,-435,Soleado,Media,1.2,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela E.",Oleaginosas
2023-07-28,2023-Invierno,Plátano,Parcela C,Cosecha,869,0.9,782.1,387,395.1,Soleado,Media,0.75,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
2023-02-26,2023-Verano,Café,Parcela E,Siembra,0,0,0,258,-258,Lluvioso,Alta,5.1,"Actividad de siembra bajo clima lluvioso, relacionado con parcela Parcela E.",Tropicales
2023-07-10,2023-Invierno,Soya,Parcela E,Mantenimiento,0,0,0,266,-266,Nublado,Alta,1.2,"Actividad de mantenimiento bajo clima nublado, relacionado con parcela Parcela E.",Oleaginosas
2023-05-29,2023-Verano,Plátano,Parcela C,Cosecha,353,0.89,314.17,277,37.17,Soleado,Alta,0.75,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
2023-11-15,2023-Invierno,Plátano,Parcela D,Mantenimiento,0,0,0,212,-212,Lluvioso,Media,0.75,"Actividad de mantenimiento bajo clima lluvioso, relacionado con parcela Parcela D.",Tropicales
2023-07-19,2023-Invierno,Trigo,Parcela A,Siembra,0,0,0,314,-314,Nublado,Media,0.95,"Actividad de siembra bajo clima nublado, relacionado con parcela Parcela A.",Grano
2023-01-17,2023-Verano,Maíz,Parcela C,Siembra,0,0,0,493,-493,Soleado,Media,0.85,"Actividad de siembra bajo clima soleado, relacionado con parcela Parcela C.",Grano
2023-05-22,2023-Verano,Café,Parcela C,Cosecha,391,5.27,2060.57,389,1671.57,Soleado,Media,5.1,"Actividad de cosecha bajo clima soleado, relacionado con parcela Parcela C.",Tropicales
